filename,textdate_from,textdate_to,author,recipient,large_region,year,letter_type,script_type,letter_type2,script_type2,id,bi,ms,fn,wgr,agr,lcinf,class,lclet,wc,st,date,X
383_39_m1540,15450505,15450505,"RobertMaxwell,5thLordMaxwell","JohnErskine,6thLordErskine",South-West,1545,autograph,secretary,informationunavailable,informationunavailable,122,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,99",NRSSP22,5LMaxwell5450505,male,male,South-West,unspecified,Dumfries,295,transcribedinsitu,1545May5,NA
439_95_m1540,15880104,15880104,JohnGrahamofMorphie,JohnOgilvyofInverquharity,North-East,1588,autograph,secretary,informationunavailable,informationunavailable,634,informationunavailable,NRSGD20513519a,GrahamMJohn5880104,male,male,Aberdeenshire,unspecified,Drum,295,acopyintheCSCarchive,1588January4,NA
744_108_m1600,16330606,16330606,"JohnCampbell,1stEarlofLoudoun","WilliamDouglas,7thEarlofMorton",South-West,1633,autograph,secretary,informationunavailable,informationunavailable,492,informationunavailable,NLSMS8030,1Loudoun6330606,male,male,Ayrshire,unspecified,Loudoun,295,acopyintheCSCarchive,1633June6,NA
1247_142_m1650,16870511,16870511,JamesChalmer,unspecified,North,1687,autograph,non-secretary,informationunavailable,informationunavailable,1641,informationunavailable,"NLSDep17570,Bundle2",ChalmerJames6870511,male,unspecified,Moray,unspecified,Gordonstoun,294,acopyintheCSCarchive,1687May11,NA
125_107_f1600,16000117,16000117,"MarieStewart,CountessofMar","CharlesErskine,herson",South-East,1600,autograph,italic,informationunavailable,informationunavailable,1053,informationunavailable,NLSMS507059-60,StewartMMarie6000117,female,male,Stirlingshire,unspecified,Stirling,294,transcribedinsitu,1600January17,NA
158_19_f1650,16840313,16840313,MarieDouglas,"PatrickHome,later1stearlofMarchmont",South-East,1684,autograph,non-secretary,informationunavailable,informationunavailable,1118,informationunavailable,NRSGD15810154,DouglasMarie6840313,female,male,Borders,unspecified,Huttonhall,294,acopyintheCSCarchive,1684March13,NA
191_52_f1650,16870101,16871231,JeanGordon,RobertGordonofGordonstoun,North,1687,autograph,non-secretary,informationunavailable,informationunavailable,1142,informationunavailable,"NLSDep17570,Bundle3",GordonJean6870000,female,male,Sutherland,unspecified,GordonCastle,294,acopyintheCSCarchive,1687,NA
107_89_f1600,16181222,16181222,"MargaretMontgomery,CountessDowagerofWinton","AnnaLivingston,CountessofEglinton",South-East,1618,autograph,signature,non-autograph,secretary,195,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,64",NRSGD35143,MontgomeryWMargaret6181222,female,female,Lothian,unspecified,Seton,293,acopyintheCSCarchive,1618December22,NA
376_32_m1540,15530826,15530826,"GeorgeGordon,4thEarlofHuntly","MaryofLorraine,QueenDowager",North-East,1553,autograph,secretary,informationunavailable,informationunavailable,84,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,248",NRSSP23,4Huntly5530826,male,royal,Aberdeenshire,unspecified,Huntly,293,acopyintheCSCarchive,1553August26,NA
1251_146_m1650,16750104,16750104,RobertCummingofAltyre,LudovickGordonofGordonstoun,North-East,1675,autograph,secretary,informationunavailable,informationunavailable,549,informationunavailable,"NLSDep17569,Bundle1",CummingARobert6750104,male,male,Aberdeenshire,unspecified,Altyre,292,acopyintheCSCarchive,1675January4,NA
143_4_f1650,16560920,16560920,"KatherineAbington,CountessofCarnwath",JohnHayofHaystoun,Unlocalised,1656,autograph,non-secretary,informationunavailable,informationunavailable,1113,informationunavailable,NRSGD34721,AbingtonCKatherine6560920,female,male,unlocalised,unspecified,Allies,292,acopyintheCSCarchive,1656September20,NA
1123_18_m1650,16790526,16790526,"JohnGordon,14thEarlofSutherland",MrJohnGordon,North,1679,autograph,non-secretary,informationunavailable,informationunavailable,1711,informationunavailable,"NLSDep17569,Bundle3",14Sutherland6790526,male,male,Sutherland,unspecified,Epsum,291,acopyintheCSCarchive,1679May26,NA
1414_48_m1700,17151119,17151119,"JohnErskine,23rd6thEarlofMar","AlexanderRobertson,17thofStrowan,Brigadier",South-East,1715,autograph,non-secretary,informationunavailable,informationunavailable,1779,informationunavailable,NLSADVMS13.1.8,23Mar7151119,male,male,Stirlingshire,unspecified,Perth,291,acopyintheCSCarchive,1715November19,NA
53_35_f1600,16161122,16161122,"JaneGordon,CountessofSutherland","RobertGordonofGordonstoun,herson",North-East,1616,autograph,non-secretary,informationunavailable,informationunavailable,1040,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,134",NLSDep313,GordonBSJane6161122,female,male,Aberdeenshire,unspecified,Dunrobin,291,acopyintheCSCarchive,1616November22,NA
108_90_f1600,16200409,16200409,"MargaretMontgomery,CountessDowagerofWinton","AnnaLivingston,CountessofEglinton",South-East,1620,autograph,signature,non-autograph,secretary,196,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,71",NRSGD35152,MontgomeryWMargaret6200409,female,female,Lothian,unspecified,Seton,290,acopyintheCSCarchive,1620April9,NA
1497_7_r1600,16000101,16001231,KingJamesVI,unspecified,Unspecified,1600,autograph,italic,informationunavailable,informationunavailable,1010,informationunavailable,"NLSAdvMS33.1.1,vol.1",JamesVI6000000II,male,unspecified,Unspecified,Court,Edinburgh,290,acopyintheCSCarchive,1600,NA
1443_77_m1700,17130605,17130605,ThomasCalder,unspecified,North,1713,autograph,non-secretary,informationunavailable,informationunavailable,1852,informationunavailable,NLSDep313572,CalderThomas7130605,male,unspecified,Moray,unspecified,Forres,289,acopyintheCSCarchive,1713June5,NA
707_71_m1600,16000312,16000312,"ThomasHamilton,1stEarlofHaddington,LordBinning",unspecified,South-East,1600,autograph,secretary,informationunavailable,informationunavailable,1342,informationunavailable,"NLSAdvMS33.1.1,vol.8",1Haddington6000312,male,unspecified,Borders,unspecified,Edinburgh,288,acopyintheCSCarchive,1600March12,NA
205_66_f1650,16600109,16600109,"AnneHamilton,3rdDuchessofHamilton","AnneMontgomery,CountessofFindlater",Central,1660,autograph,non-secretary,informationunavailable,informationunavailable,704,informationunavailable,NRSGD24855623,HamiltonHAnne6600109,female,female,Lanarkshire,unspecified,Beill,287,acopyintheCSCarchive,1660January9,NA
669_33_m1600,16310109,16310109,"JohnErskine,19th2ndEarlofMar","WilliamDouglas,7thEarlofMorton",South-East,1631,autograph,non-secretary,informationunavailable,informationunavailable,765,informationunavailable,NLSMS8047,19Mar6310109,male,male,Stirlingshire,unspecified,Leslie,287,acopyintheCSCarchive,1631January9,NA
353_9_m1540,15480601,15480601,"HenryStewart,1stLordMethven","MaryofLorraine,QueenDowager",Central,1548,autograph,secretary,informationunavailable,informationunavailable,101,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,170",NRSSP23,1LMethven5480601,male,royal,Perthshire,unspecified,Methven,286,transcribedinsitu,1548June1,NA
1160_55_m1650,16890704,16890704,"GeorgeMelville,4thLordMelville,1stEarlofMelville",JamesMontgomerieofSkelmorlie,South-East,1689,autograph,non-secretary,informationunavailable,informationunavailable,1568,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,236",NRSGD35793,1Melville6890704,male,male,Fife,unspecified,unspecified,285,transcribedinsitu,1689July4,NA
101_83_f1600,16200315,16200315,"GricellMenzies,LadyGrandtully",unspecified,Central,1620,autograph,secretary,informationunavailable,informationunavailable,690,informationunavailable,NRSGD382141,MenziesGGricell6200315,female,unspecified,Perthshire,unspecified,Grandtully,284,acopyintheCSCarchive,1620March15,NA
1382_16_m1700,17020114,17020114,"GeorgeMackenzieofTarbat,1stEarlofCromarty","GeorgeMelville,4thLordMelville,1stEarlofMelville",North,1702,autograph,non-secretary,informationunavailable,informationunavailable,802,informationunavailable,NRSGD26134385,1Cromarty7020114,male,male,Ross,unspecified,unspecified,284,acopyintheCSCarchive,1702January14,NA
381_37_m1540,15550617,15550617,"WilliamKeith,4thEarlMarischal","MaryofLorraine,QueenDowager",South-East,1555,autograph,secretary,informationunavailable,informationunavailable,116,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,267",NRSSP24,4Marischal5550617,male,royal,Fife,unspecified,KeithMarischal,284,acopyintheCSCarchive,1555June17,NA
1398_32_m1700,17190821,17190821,"JamesGraham,4thMarquisofMontrose,1stDukeofMontrose","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",South-East,1719,autograph,non-secretary,informationunavailable,informationunavailable,1755,informationunavailable,NLSDep313532,1DMontrose7190821,male,male,Stirlingshire,unspecified,Hannover,283,acopyintheCSCarchive,1719August21,NA
4_4_f1540,15480309,15480309,"MarionHaliburton,LadyHome","MaryofLorraine,QueenDowager",South-East,1548,autograph,secretary,informationunavailable,informationunavailable,119,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,201",NRSSP23,HaliburtonHMarion5480309,female,royal,Borders,unspecified,Home,283,acopyintheCSCarchive,1548March9,NA
784_148_m1600,16000716,16000716,"CharlesSeton,2ndEarlofDunfermline","WilliamDouglas,7thEarlofMorton,hisfather-in-law",South-East,1600,autograph,italic,informationunavailable,informationunavailable,869,informationunavailable,NLSMS7965,2Dunfermline6000716,male,male,Fife,unspecified,Edinburgh,283,acopyintheCSCarchive,1600July16,NA
1170_65_m1650,16810524,16810524,"JamesSutherland,2ndLordDuffus","WilliamDouglas,9thEarlofMorton",North,1681,autograph,non-secretary,informationunavailable,informationunavailable,1570,informationunavailable,"NLSDep17569,Bundle3",2LDuffus6810524,male,male,Moray,unspecified,Elgin,282,acopyintheCSCarchive,1681May24,NA
1191_86_m1650,16790201,16790228,"GeorgeMaule,3rdEarlofPanmure","JamesMaule,later4thEarlofPanmure,hisbrother",North-East,1679,autograph,non-secretary,informationunavailable,informationunavailable,1580,informationunavailable,NRSGD4514183,3Panmure6790200,male,male,Angus,unspecified,Edinburgh,282,transcribedinsitu,1679February,NA
687_51_m1600,16271001,16271001,"JamesHamilton,1stDukeofHamilton","WilliamDouglas,7thEarlofMorton",Central,1627,autograph,non-secretary,informationunavailable,informationunavailable,715,informationunavailable,NLSMS7975(74),1DHamilton6271001,male,male,Lanarkshire,unspecified,Arran,281,acopyintheCSCarchive,1627October1,NA
1243_138_m1650,16610828,16610828,DavidCarnegieofCraig,"DavidCarnegie,2ndEarlofNorthesk,EarlofEthie",North-East,1661,autograph,unspecified,informationunavailable,informationunavailable,1635,informationunavailable,NRSGDGD1371611,CarnegieCDavid6610828,male,male,Angus,unspecified,Craig,280,transcribedinsitu,1661August28,NA
1214_109_m1650,16600512,16600512,"JohnLeslie,7thEarlofRothes",JamesGrantofGrant,South-East,1660,autograph,signature,non-autograph,secretary,648,informationunavailable,NRSGD2484658,7Rothes6600512,male,male,Fife,unspecified,Burntisland,279,acopyintheCSCarchive,1660May12,NA
1479_113_m1700,17130402,17130402,"AlexanderRoss,Solicitor",unspecified,Unspecified,1713,autograph,non-secretary,informationunavailable,informationunavailable,1848,informationunavailable,NLSDep313572,RossAlexander7130402,male,unspecified,Unspecified,Professional,Edinburgh,279,acopyintheCSCarchive,1713April2,NA
119_101_f1600,16170101,16171231,"IsabellaSeton,CountessofPerth","AnnaLivingston,CountessofEglinton",South-East,1617,autograph,italic,informationunavailable,informationunavailable,188,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,56",NRSGD35133,SetonPIsabella6170000,female,female,Lothian,unspecified,unspecified,278,transcribedinsitu,1617,NA
1199_94_m1650,16950325,16950325,"DavidWemyss,4thEarlofWemyss,LordElcho","MargaretWemyss,CountessofNorthesk,hissister",South-East,1695,autograph,italic,informationunavailable,informationunavailable,887,informationunavailable,NRSGD261341948,4Wemyss6950325,male,female,Fife,unspecified,StAndrews,278,acopyintheCSCarchive,1695March25,NA
2_2_f1540,15831104,15831104,ChristianDouglas,unspecified,Unlocalised,1583,informationunavailable,informationunavailable,non-autograph,secretary,1030,informationunavailable,NLSMS788,DouglasChristian5831104,female,unspecified,unlocalised,unspecified,Duplin,278,acopyintheCSCarchive,1583November4,NA
477_133_m1540,15470713,15470713,AdamOtterburnofAuldhameandReidhall,"MaryofLorraine,QueenDowager",South-East,1547,autograph,secretary,informationunavailable,informationunavailable,43,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,137",NRSSP22,OtterburnARAdam5470713,male,royal,Lothian,unspecified,London,278,acopyintheCSCarchive,1547July13,NA
331_40_f1700,17110804,17110804,"IsabelMackenzie,CountessofSeaforth",unspecified,North,1711,autograph,non-secretary,informationunavailable,informationunavailable,1254,informationunavailable,informationunavailable,MackenzieSIsabel7110804,female,unspecified,Ross,unspecified,unspecified,277,acopyintheCSCarchive,1711August4,NA
1505_15_r1540,15660930,15660930,MaryQueenofScots,"MatthewStewart,4thEarlofLennox",Unspecified,1566,autograph,letter-closingformulaandsignature,non-autograph,secretary,1004,informationunavailable,NRSGD22021194,QueenMary5660930,female,male,Unspecified,Court,Edinburgh,276,acopyintheCSCarchive,1566September30,NA
204_65_f1650,16590507,16590507,"AnneHamilton,3rdDuchessofHamilton","AnneMontgomery,CountessofFindlater",Central,1659,autograph,non-secretary,informationunavailable,informationunavailable,703,informationunavailable,NRSGD248556129,HamiltonHAnne6590507,female,female,Lanarkshire,unspecified,Beill,276,acopyintheCSCarchive,1659May7,NA
358_14_m1540,15491024,15491024,"HenryStewart,1stLordMethven","MaryofLorraine,QueenDowager",Central,1549,autograph,secretary,informationunavailable,informationunavailable,106,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,222",NRSSP23,1LMethven5491024,male,royal,Perthshire,unspecified,Methven,276,acopyintheCSCarchive,1549October24,NA
655_19_m1600,16350510,16350510,"JohnGordon,14thEarlofSutherland",RobertGordonofGordonstoun,North,1635,autograph,non-secretary,informationunavailable,informationunavailable,1535,informationunavailable,"NLSDep17565,Bundle3",14Sutherland6350510,male,male,Sutherland,unspecified,Dunrobin,276,acopyintheCSCarchive,1635May10,NA
1369_3_m1700,17150430,17150430,"SimonFraser,11thLordLovat","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",North,1715,autograph,non-secretary,informationunavailable,informationunavailable,1815,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,203",NLSDep313532,11LLovat7150430,male,male,Invernessshire,unspecified,London,272,acopyintheCSCarchive,1715April30,NA
678_42_m1600,16160504,16160504,"JamesLivingston,1stEarlofCallander","AnnaLivingston,CountessofEglinton",South-East,1616,autograph,italic,informationunavailable,informationunavailable,178,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,51",NRSGD35122,1Callander6160504,male,female,Lothian,unspecified,Thetford,272,acopyintheCSCarchive,1616May4,NA
70_52_f1600,16300101,16301231,AnnaHepburn,"LiliasMurrayofTullibardine,LadyGrant",Unlocalised,1630,autograph,italic,informationunavailable,informationunavailable,1048,informationunavailable,NRSGD24846146,HepburnAnna6300000,female,female,unlocalised,unspecified,Edinburgh,272,acopyintheCSCarchive,1630,NA
105_87_f1600,16180327,16180327,"MargaretMontgomery,CountessDowagerofWinton","AnnaLivingston,CountessofEglinton",South-East,1618,autograph,signature,non-autograph,secretary,193,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,60",NRSGD35136,MontgomeryWMargaret6180327,female,female,Lothian,unspecified,Seton,271,acopyintheCSCarchive,1618March27,NA
1109_4_m1650,16510522,16510522,"ArchibaldDouglas,12thEarlofAngus",LordMontgomery,South-East,1651,autograph,non-secretary,informationunavailable,informationunavailable,1594,informationunavailable,NRSGD355002,12Angus6510522,male,male,Lothian,unspecified,Stirling,270,acopyintheCSCarchive,1651May22,NA
1175_70_m1650,16920202,16920202,"WilliamLindsay,2ndEarlofLindsay",unspecified,Central,1692,autograph,unspecified,informationunavailable,informationunavailable,726,informationunavailable,NRSGD2613412,2Lindsay6920202,male,unspecified,Lanarkshire,unspecified,Edinburgh,270,transcribedinsitu,1692February2,NA
132_114_f1600,16400629,16400629,"MarieStewart,CountessofMar","CharlesErskine,herson",South-East,1640,autograph,italic,informationunavailable,informationunavailable,456,informationunavailable,NLSMS507073,StewartMMarie6400629,female,male,Stirlingshire,unspecified,Stirling,270,acopyintheCSCarchive,1640June29,NA
315_24_f1700,17000101,17001231,AnneMackenzie,unspecified,North,1700,autograph,non-secretary,informationunavailable,informationunavailable,1238,informationunavailable,informationunavailable,MackenzieAnne7000000I,female,unspecified,Ross,unspecified,unspecified,270,acopyintheCSCarchive,1700,NA
